Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,12327,12551.8,Left-Lateral-Ventricle,24.5597,11.4658,3.0000,84.0000,81.0000
2,5,339,388.8,Left-Inf-Lat-Vent,46.0531,12.4162,14.0000,73.0000,59.0000
3,7,14290,14711.9,Left-Cerebellum-White-Matter,84.3195,5.7089,38.0000,98.0000,60.0000
4,8,47223,47230.0,Left-Cerebellum-Cortex,63.6291,10.0672,9.0000,93.0000,84.0000
5,10,7292,7011.3,Left-Thalamus,88.5339,9.1820,29.0000,111.0000,82.0000
6,11,3264,3185.3,Left-Caudate,81.0573,8.5664,44.0000,104.0000,60.0000
7,12,4915,4839.6,Left-Putamen,88.9689,5.8280,62.0000,105.0000,43.0000
8,13,1916,1943.3,Left-Pallidum,99.7677,3.4258,80.0000,114.0000,34.0000
9,14,1018,1095.4,3rd-Ventricle,35.0864,13.2448,6.0000,74.0000,68.0000
10,15,1457,1590.7,4th-Ventricle,28.5559,12.1500,6.0000,73.0000,67.0000
11,16,21631,21463.4,Brain-Stem,82.3007,8.7580,23.0000,119.0000,96.0000
12,17,3957,3752.3,Left-Hippocampus,69.6674,7.9025,33.0000,100.0000,67.0000
13,18,1635,1670.1,Left-Amygdala,71.4807,5.8720,48.0000,95.0000,47.0000
14,24,876,888.7,CSF,43.4053,14.0233,11.0000,101.0000,90.0000
15,26,469,488.3,Left-Accumbens-area,77.4115,4.9475,55.0000,91.0000,36.0000
16,28,4459,4306.2,Left-VentralDC,90.9713,9.5145,35.0000,121.0000,86.0000
17,30,26,38.3,Left-vessel,61.1538,8.1863,38.0000,72.0000,34.0000
18,31,631,572.2,Left-choroid-plexus,50.6878,13.0881,15.0000,83.0000,68.0000
19,43,11604,11698.2,Right-Lateral-Ventricle,25.1098,12.4477,0.0000,90.0000,90.0000
20,44,472,530.9,Right-Inf-Lat-Vent,36.9280,15.7284,6.0000,81.0000,75.0000
21,46,13969,14449.6,Right-Cerebellum-White-Matter,82.9038,5.2296,36.0000,100.0000,64.0000
22,47,48025,47881.0,Right-Cerebellum-Cortex,62.7374,10.1105,7.0000,95.0000,88.0000
23,49,7873,7550.5,Right-Thalamus,89.0763,9.1059,26.0000,111.0000,85.0000
24,50,3437,3375.1,Right-Caudate,79.4196,8.9144,44.0000,102.0000,58.0000
25,51,4980,4885.4,Right-Putamen,88.3777,6.2072,60.0000,105.0000,45.0000
26,52,1666,1642.1,Right-Pallidum,99.6255,3.0969,79.0000,109.0000,30.0000
27,53,4208,4029.2,Right-Hippocampus,68.0086,8.5194,13.0000,98.0000,85.0000
28,54,1870,1886.6,Right-Amygdala,70.0642,6.2808,41.0000,93.0000,52.0000
29,58,541,539.1,Right-Accumbens-area,77.0185,4.5845,63.0000,93.0000,30.0000
30,60,4440,4211.0,Right-VentralDC,89.6768,10.1236,30.0000,118.0000,88.0000
31,62,3,9.4,Right-vessel,68.0000,2.0000,66.0000,70.0000,4.0000
32,63,718,640.1,Right-choroid-plexus,51.4958,12.0120,23.0000,88.0000,65.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1526,1576.6,WM-hypointensities,69.2824,14.4498,5.0000,98.0000,93.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,221,214.8,Optic-Chiasm,88.3982,20.3895,46.0000,123.0000,77.0000
41,251,1201,1117.1,CC_Posterior,99.3397,15.6826,37.0000,129.0000,92.0000
42,252,455,383.1,CC_Mid_Posterior,98.4440,23.8176,34.0000,130.0000,96.0000
43,253,464,408.2,CC_Central,104.2328,18.5307,42.0000,130.0000,88.0000
44,254,500,446.2,CC_Mid_Anterior,103.8600,19.4492,39.0000,129.0000,90.0000
45,255,1056,986.2,CC_Anterior,102.4527,15.4560,36.0000,126.0000,90.0000
