Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,8752,9025.9,Left-Lateral-Ventricle,24.5359,12.6265,0.0000,88.0000,88.0000
2,5,250,318.3,Left-Inf-Lat-Vent,48.9960,13.2367,16.0000,80.0000,64.0000
3,7,15340,15946.1,Left-Cerebellum-White-Matter,86.4231,6.2156,17.0000,103.0000,86.0000
4,8,56002,56158.1,Left-Cerebellum-Cortex,63.3315,10.6983,3.0000,99.0000,96.0000
5,10,8335,7964.3,Left-Thalamus,85.0387,9.5840,32.0000,109.0000,77.0000
6,11,3712,3708.8,Left-Caudate,79.6530,8.3924,40.0000,105.0000,65.0000
7,12,5373,5298.9,Left-Putamen,88.8813,6.0308,60.0000,106.0000,46.0000
8,13,2105,2078.3,Left-Pallidum,98.1577,5.1850,19.0000,122.0000,103.0000
9,14,847,898.2,3rd-Ventricle,37.1818,13.8299,9.0000,72.0000,63.0000
10,15,1962,2074.5,4th-Ventricle,27.9123,11.2050,4.0000,68.0000,64.0000
11,16,21754,21608.8,Brain-Stem,84.4424,8.8103,15.0000,124.0000,109.0000
12,17,4497,4336.0,Left-Hippocampus,68.9331,8.1485,11.0000,101.0000,90.0000
13,18,1723,1755.1,Left-Amygdala,72.0099,5.6681,47.0000,96.0000,49.0000
14,24,916,944.2,CSF,45.9749,12.7741,18.0000,100.0000,82.0000
15,26,531,559.3,Left-Accumbens-area,75.9849,4.5412,53.0000,88.0000,35.0000
16,28,4619,4464.7,Left-VentralDC,89.9021,10.3234,18.0000,124.0000,106.0000
17,30,15,30.3,Left-vessel,65.7333,6.0293,51.0000,75.0000,24.0000
18,31,475,422.7,Left-choroid-plexus,51.3326,13.8475,16.0000,83.0000,67.0000
19,43,5508,5718.3,Right-Lateral-Ventricle,28.1944,14.2811,0.0000,89.0000,89.0000
20,44,468,485.0,Right-Inf-Lat-Vent,35.3953,15.4460,1.0000,85.0000,84.0000
21,46,14981,15476.8,Right-Cerebellum-White-Matter,87.3390,5.8397,35.0000,107.0000,72.0000
22,47,56877,56823.5,Right-Cerebellum-Cortex,65.3849,10.5270,4.0000,101.0000,97.0000
23,49,8512,8129.5,Right-Thalamus,84.0303,9.2283,30.0000,105.0000,75.0000
24,50,3901,3834.5,Right-Caudate,78.4781,8.4400,45.0000,99.0000,54.0000
25,51,5579,5563.2,Right-Putamen,87.0633,5.8289,51.0000,103.0000,52.0000
26,52,2011,1979.7,Right-Pallidum,97.3809,3.3808,80.0000,111.0000,31.0000
27,53,5133,5037.7,Right-Hippocampus,70.0382,7.8066,21.0000,101.0000,80.0000
28,54,1732,1767.4,Right-Amygdala,70.4636,6.5670,36.0000,94.0000,58.0000
29,58,556,532.3,Right-Accumbens-area,75.8471,4.9655,58.0000,93.0000,35.0000
30,60,4634,4414.8,Right-VentralDC,88.0591,10.2333,27.0000,118.0000,91.0000
31,62,12,21.2,Right-vessel,60.1667,6.1472,52.0000,69.0000,17.0000
32,63,494,449.4,Right-choroid-plexus,50.4980,12.9050,15.0000,81.0000,66.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,829,728.4,WM-hypointensities,69.4113,10.8400,29.0000,97.0000,68.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,242,245.5,Optic-Chiasm,88.5413,17.6179,36.0000,120.0000,84.0000
41,251,1196,1119.8,CC_Posterior,97.0100,14.0215,39.0000,115.0000,76.0000
42,252,676,603.6,CC_Mid_Posterior,88.9024,20.2607,18.0000,114.0000,96.0000
43,253,520,484.8,CC_Central,100.1462,17.0989,40.0000,124.0000,84.0000
44,254,467,418.7,CC_Mid_Anterior,102.2013,19.9610,40.0000,126.0000,86.0000
45,255,1089,1018.1,CC_Anterior,103.3131,16.2567,32.0000,121.0000,89.0000
