Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,4186,4423.6,Left-Lateral-Ventricle,33.1823,14.5315,0.0000,85.0000,85.0000
2,5,305,351.6,Left-Inf-Lat-Vent,43.2820,14.2561,9.0000,79.0000,70.0000
3,7,15438,15969.4,Left-Cerebellum-White-Matter,85.4451,6.5053,31.0000,112.0000,81.0000
4,8,58882,58869.2,Left-Cerebellum-Cortex,62.8468,10.4218,10.0000,98.0000,88.0000
5,10,7451,7303.0,Left-Thalamus,89.1582,9.1424,35.0000,132.0000,97.0000
6,11,1200,1108.0,Left-Caudate,81.4383,9.3546,46.0000,112.0000,66.0000
7,12,2280,2306.9,Left-Putamen,91.6531,4.8762,67.0000,106.0000,39.0000
8,13,1283,1236.3,Left-Pallidum,98.2042,4.2336,79.0000,113.0000,34.0000
9,14,664,664.0,3rd-Ventricle,40.7410,15.2827,13.0000,80.0000,67.0000
10,15,1788,1899.0,4th-Ventricle,29.3876,11.7133,7.0000,71.0000,64.0000
11,16,22740,22563.4,Brain-Stem,84.8467,9.9881,25.0000,156.0000,131.0000
12,17,3706,3617.5,Left-Hippocampus,70.6047,7.9834,22.0000,106.0000,84.0000
13,18,756,737.3,Left-Amygdala,71.9656,7.2092,40.0000,91.0000,51.0000
14,24,918,912.5,CSF,50.4248,14.5289,13.0000,92.0000,79.0000
15,26,61,52.0,Left-Accumbens-area,90.0984,9.1573,68.0000,110.0000,42.0000
16,28,3900,3731.7,Left-VentralDC,93.4641,9.5109,35.0000,191.0000,156.0000
17,30,0,0.0,Left-vessel,0.0000,0.0000,0.0000,0.0000,0.0000
18,31,407,363.7,Left-choroid-plexus,54.5504,11.8757,27.0000,79.0000,52.0000
19,43,4182,4275.6,Right-Lateral-Ventricle,34.4519,15.1710,4.0000,92.0000,88.0000
20,44,151,215.1,Right-Inf-Lat-Vent,50.4371,8.9454,27.0000,79.0000,52.0000
21,46,14476,14967.8,Right-Cerebellum-White-Matter,85.6018,6.1456,20.0000,106.0000,86.0000
22,47,59441,59347.6,Right-Cerebellum-Cortex,64.5001,9.9578,12.0000,111.0000,99.0000
23,49,6861,6639.0,Right-Thalamus,88.9210,9.0862,37.0000,131.0000,94.0000
24,50,1200,1141.8,Right-Caudate,81.5142,9.7128,49.0000,110.0000,61.0000
25,51,1720,1691.8,Right-Putamen,94.8209,5.4949,60.0000,128.0000,68.0000
26,52,1036,996.6,Right-Pallidum,101.5724,6.3694,83.0000,167.0000,84.0000
27,53,3401,3231.7,Right-Hippocampus,70.8495,8.5389,38.0000,118.0000,80.0000
28,54,763,721.0,Right-Amygdala,62.8545,8.5559,27.0000,95.0000,68.0000
29,58,68,55.6,Right-Accumbens-area,86.0147,6.0803,67.0000,99.0000,32.0000
30,60,3687,3514.8,Right-VentralDC,92.7388,9.7718,41.0000,153.0000,112.0000
31,62,0,0.0,Right-vessel,0.0000,0.0000,0.0000,0.0000,0.0000
32,63,544,518.6,Right-choroid-plexus,55.7390,12.2882,18.0000,79.0000,61.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,2562,2704.9,WM-hypointensities,96.2931,18.8564,15.0000,156.0000,141.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,9,7.3,Optic-Chiasm,68.0000,9.5263,48.0000,79.0000,31.0000
41,251,785,773.2,CC_Posterior,99.9592,11.8706,45.0000,122.0000,77.0000
42,252,418,367.9,CC_Mid_Posterior,96.1866,18.0170,21.0000,120.0000,99.0000
43,253,475,420.6,CC_Central,93.1053,16.8478,36.0000,120.0000,84.0000
44,254,491,439.5,CC_Mid_Anterior,93.0081,20.0933,33.0000,129.0000,96.0000
45,255,290,251.0,CC_Anterior,97.4448,19.7811,38.0000,125.0000,87.0000
