Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,16517,16782.2,Left-Lateral-Ventricle,24.4929,11.6480,0.0000,87.0000,87.0000
2,5,464,484.2,Left-Inf-Lat-Vent,39.2845,15.5350,8.0000,84.0000,76.0000
3,7,14112,14843.4,Left-Cerebellum-White-Matter,87.3546,5.8828,34.0000,106.0000,72.0000
4,8,61556,61433.1,Left-Cerebellum-Cortex,66.2861,11.2169,4.0000,103.0000,99.0000
5,10,8061,7692.3,Left-Thalamus,84.9682,9.0117,40.0000,107.0000,67.0000
6,11,3952,3958.9,Left-Caudate,79.5969,7.9090,33.0000,102.0000,69.0000
7,12,5364,5328.0,Left-Putamen,86.4273,7.4277,17.0000,108.0000,91.0000
8,13,2340,2341.7,Left-Pallidum,101.9218,4.2805,69.0000,119.0000,50.0000
9,14,804,890.5,3rd-Ventricle,39.7637,12.9713,15.0000,95.0000,80.0000
10,15,1753,1828.8,4th-Ventricle,31.8922,12.1657,6.0000,78.0000,72.0000
11,16,23450,23183.0,Brain-Stem,80.9616,9.2895,17.0000,117.0000,100.0000
12,17,4455,4289.7,Left-Hippocampus,68.3037,8.1869,18.0000,111.0000,93.0000
13,18,2011,2037.0,Left-Amygdala,69.9945,6.3525,44.0000,89.0000,45.0000
14,24,1082,1124.0,CSF,48.9806,12.3402,18.0000,84.0000,66.0000
15,26,583,585.9,Left-Accumbens-area,78.3242,4.6094,53.0000,92.0000,39.0000
16,28,4435,4253.1,Left-VentralDC,90.8643,10.7670,32.0000,121.0000,89.0000
17,30,245,243.9,Left-vessel,36.9714,18.0744,8.0000,71.0000,63.0000
18,31,845,714.0,Left-choroid-plexus,47.5905,12.2880,20.0000,83.0000,63.0000
19,43,9874,10023.3,Right-Lateral-Ventricle,26.4251,13.1777,0.0000,82.0000,82.0000
20,44,690,713.3,Right-Inf-Lat-Vent,35.7029,15.6123,2.0000,84.0000,82.0000
21,46,14592,15466.6,Right-Cerebellum-White-Matter,84.7345,5.6240,23.0000,104.0000,81.0000
22,47,66992,66955.7,Right-Cerebellum-Cortex,64.5563,11.5292,0.0000,97.0000,97.0000
23,49,8391,7984.0,Right-Thalamus,84.0922,8.9512,30.0000,110.0000,80.0000
24,50,4061,4063.9,Right-Caudate,77.9660,8.4499,43.0000,98.0000,55.0000
25,51,5616,5531.2,Right-Putamen,86.2995,6.9770,26.0000,109.0000,83.0000
26,52,2127,2107.5,Right-Pallidum,100.2840,4.2014,73.0000,111.0000,38.0000
27,53,5111,4940.2,Right-Hippocampus,68.7200,7.9183,21.0000,95.0000,74.0000
28,54,2113,2099.9,Right-Amygdala,69.4576,6.9344,26.0000,101.0000,75.0000
29,58,716,717.9,Right-Accumbens-area,76.4176,4.7026,57.0000,100.0000,43.0000
30,60,4741,4515.9,Right-VentralDC,89.5887,11.4598,30.0000,125.0000,95.0000
31,62,297,295.6,Right-vessel,37.3131,17.3215,9.0000,75.0000,66.0000
32,63,926,822.3,Right-choroid-plexus,50.0724,11.7329,21.0000,79.0000,58.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1153,963.3,WM-hypointensities,70.1110,11.7499,21.0000,102.0000,81.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,176,175.5,Optic-Chiasm,82.9773,20.8625,30.0000,122.0000,92.0000
41,251,1210,1132.8,CC_Posterior,98.3694,13.0792,31.0000,126.0000,95.0000
42,252,733,627.9,CC_Mid_Posterior,92.9181,22.5562,33.0000,125.0000,92.0000
43,253,604,541.7,CC_Central,102.8179,17.1755,38.0000,127.0000,89.0000
44,254,598,545.0,CC_Mid_Anterior,102.7207,19.6374,27.0000,125.0000,98.0000
45,255,1239,1171.2,CC_Anterior,104.4818,17.3734,21.0000,129.0000,108.0000
