Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,14224,14542.8,Left-Lateral-Ventricle,26.3247,11.0506,0.0000,91.0000,91.0000
2,5,253,300.1,Left-Inf-Lat-Vent,43.5968,12.3325,11.0000,75.0000,64.0000
3,7,16574,17104.8,Left-Cerebellum-White-Matter,86.0555,6.1449,37.0000,104.0000,67.0000
4,8,54098,54251.0,Left-Cerebellum-Cortex,64.5674,11.6591,4.0000,101.0000,97.0000
5,10,7605,7279.2,Left-Thalamus,85.5416,9.2729,30.0000,109.0000,79.0000
6,11,3343,3225.4,Left-Caudate,81.4526,8.5276,37.0000,103.0000,66.0000
7,12,4473,4362.5,Left-Putamen,87.5676,6.0815,56.0000,105.0000,49.0000
8,13,1935,1905.0,Left-Pallidum,96.2165,4.9114,71.0000,112.0000,41.0000
9,14,1429,1479.5,3rd-Ventricle,32.3863,11.3122,9.0000,73.0000,64.0000
10,15,1737,1897.7,4th-Ventricle,32.6028,12.2429,8.0000,79.0000,71.0000
11,16,23180,23074.6,Brain-Stem,83.1759,9.5263,15.0000,111.0000,96.0000
12,17,4302,4232.1,Left-Hippocampus,69.5353,7.9389,26.0000,101.0000,75.0000
13,18,1477,1461.7,Left-Amygdala,68.7962,7.9000,5.0000,92.0000,87.0000
14,24,1165,1119.6,CSF,41.8249,13.1067,13.0000,82.0000,69.0000
15,26,467,452.4,Left-Accumbens-area,76.3105,4.7391,54.0000,88.0000,34.0000
16,28,4665,4517.9,Left-VentralDC,90.1143,10.3044,21.0000,118.0000,97.0000
17,30,50,62.4,Left-vessel,53.5800,13.0088,18.0000,74.0000,56.0000
18,31,717,635.1,Left-choroid-plexus,50.6625,12.2728,22.0000,80.0000,58.0000
19,43,10434,10513.4,Right-Lateral-Ventricle,28.2091,12.4068,2.0000,89.0000,87.0000
20,44,418,439.4,Right-Inf-Lat-Vent,36.3349,15.7595,0.0000,80.0000,80.0000
21,46,14929,15446.7,Right-Cerebellum-White-Matter,85.9298,5.6248,21.0000,107.0000,86.0000
22,47,58691,58809.3,Right-Cerebellum-Cortex,65.5168,11.6317,5.0000,99.0000,94.0000
23,49,7290,6950.4,Right-Thalamus,85.0520,8.9626,16.0000,105.0000,89.0000
24,50,3466,3416.3,Right-Caudate,81.7253,8.5430,50.0000,102.0000,52.0000
25,51,4560,4521.8,Right-Putamen,87.6941,6.4532,29.0000,106.0000,77.0000
26,52,1786,1737.8,Right-Pallidum,97.3270,4.1373,80.0000,114.0000,34.0000
27,53,4637,4488.1,Right-Hippocampus,69.9914,8.2962,27.0000,103.0000,76.0000
28,54,1517,1540.7,Right-Amygdala,71.4351,6.4603,39.0000,91.0000,52.0000
29,58,521,479.0,Right-Accumbens-area,77.9981,4.9324,58.0000,94.0000,36.0000
30,60,4672,4457.7,Right-VentralDC,89.8208,10.7320,24.0000,120.0000,96.0000
31,62,9,15.3,Right-vessel,61.8889,6.2138,53.0000,71.0000,18.0000
32,63,753,675.3,Right-choroid-plexus,51.2112,11.5311,16.0000,80.0000,64.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1020,988.5,WM-hypointensities,72.4843,10.6122,16.0000,104.0000,88.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,223,222.6,Optic-Chiasm,81.7623,20.6195,30.0000,116.0000,86.0000
41,251,1042,991.3,CC_Posterior,100.4309,14.4543,35.0000,123.0000,88.0000
42,252,510,438.5,CC_Mid_Posterior,94.3176,19.0763,30.0000,117.0000,87.0000
43,253,494,439.1,CC_Central,101.8583,20.0723,22.0000,124.0000,102.0000
44,254,543,493.9,CC_Mid_Anterior,105.9834,19.4443,39.0000,126.0000,87.0000
45,255,1004,946.2,CC_Anterior,106.5209,17.3130,30.0000,129.0000,99.0000
