Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,4809,5045.4,Left-Lateral-Ventricle,34.1408,15.1520,0.0000,89.0000,89.0000
2,5,289,355.1,Left-Inf-Lat-Vent,44.4014,13.1098,8.0000,76.0000,68.0000
3,7,13749,14488.7,Left-Cerebellum-White-Matter,85.3174,6.0164,17.0000,107.0000,90.0000
4,8,56229,56249.6,Left-Cerebellum-Cortex,62.5215,12.0567,0.0000,107.0000,107.0000
5,10,7929,7622.6,Left-Thalamus,83.7275,9.3865,33.0000,112.0000,79.0000
6,11,3212,3258.4,Left-Caudate,78.8154,7.3619,47.0000,99.0000,52.0000
7,12,5232,5142.2,Left-Putamen,83.3926,6.2186,31.0000,101.0000,70.0000
8,13,2058,1984.9,Left-Pallidum,94.6463,4.4852,43.0000,109.0000,66.0000
9,14,1057,1070.1,3rd-Ventricle,39.3463,13.4880,11.0000,82.0000,71.0000
10,15,1409,1538.9,4th-Ventricle,30.4649,10.7228,6.0000,64.0000,58.0000
11,16,22704,22567.1,Brain-Stem,80.8850,8.8589,20.0000,109.0000,89.0000
12,17,4625,4422.2,Left-Hippocampus,67.0512,8.0073,34.0000,99.0000,65.0000
13,18,1870,1840.2,Left-Amygdala,68.0567,6.6567,40.0000,90.0000,50.0000
14,24,941,953.7,CSF,43.2359,12.7064,14.0000,79.0000,65.0000
15,26,572,590.4,Left-Accumbens-area,74.8864,4.4544,52.0000,88.0000,36.0000
16,28,4288,4113.4,Left-VentralDC,87.2920,10.3828,31.0000,116.0000,85.0000
17,30,39,54.7,Left-vessel,50.3077,12.8025,27.0000,72.0000,45.0000
18,31,530,475.5,Left-choroid-plexus,52.6660,12.9529,19.0000,89.0000,70.0000
19,43,5341,5508.7,Right-Lateral-Ventricle,34.3130,16.6628,3.0000,94.0000,91.0000
20,44,300,354.1,Right-Inf-Lat-Vent,43.9833,14.5697,0.0000,77.0000,77.0000
21,46,12712,13528.9,Right-Cerebellum-White-Matter,85.8714,5.5872,36.0000,107.0000,71.0000
22,47,57147,57018.4,Right-Cerebellum-Cortex,64.6095,10.7996,6.0000,98.0000,92.0000
23,49,7742,7415.9,Right-Thalamus,83.5464,9.6800,33.0000,105.0000,72.0000
24,50,3428,3390.4,Right-Caudate,78.5499,7.7811,45.0000,100.0000,55.0000
25,51,5187,5169.5,Right-Putamen,84.0017,6.0911,42.0000,102.0000,60.0000
26,52,1908,1833.6,Right-Pallidum,95.8061,4.4625,56.0000,109.0000,53.0000
27,53,4683,4500.1,Right-Hippocampus,68.5528,7.5926,35.0000,100.0000,65.0000
28,54,1796,1811.1,Right-Amygdala,67.1837,6.8270,21.0000,88.0000,67.0000
29,58,604,599.3,Right-Accumbens-area,74.3758,5.0716,56.0000,96.0000,40.0000
30,60,4327,4119.1,Right-VentralDC,86.5149,10.6094,25.0000,115.0000,90.0000
31,62,71,88.1,Right-vessel,52.7606,9.5625,29.0000,72.0000,43.0000
32,63,597,533.8,Right-choroid-plexus,51.3702,12.0755,16.0000,79.0000,63.0000
33,72,6,5.1,5th-Ventricle,56.3333,6.5625,47.0000,64.0000,17.0000
34,77,815,715.5,WM-hypointensities,73.7853,10.7941,41.0000,103.0000,62.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,191,185.3,Optic-Chiasm,82.9110,20.3958,28.0000,119.0000,91.0000
41,251,868,827.0,CC_Posterior,100.6751,13.7769,37.0000,120.0000,83.0000
42,252,444,397.0,CC_Mid_Posterior,98.3806,16.1946,40.0000,117.0000,77.0000
43,253,562,502.4,CC_Central,97.8577,18.3914,22.0000,125.0000,103.0000
44,254,477,430.5,CC_Mid_Anterior,104.5639,18.7608,45.0000,125.0000,80.0000
45,255,802,748.6,CC_Anterior,107.5399,16.4670,48.0000,131.0000,83.0000
