Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,14337,14571.3,Left-Lateral-Ventricle,27.0784,11.4913,1.0000,87.0000,86.0000
2,5,614,658.1,Left-Inf-Lat-Vent,42.3306,15.0286,4.0000,101.0000,97.0000
3,7,15321,15758.5,Left-Cerebellum-White-Matter,85.9183,6.6074,25.0000,106.0000,81.0000
4,8,54497,54424.0,Left-Cerebellum-Cortex,65.9354,11.4949,3.0000,106.0000,103.0000
5,10,8902,8626.0,Left-Thalamus,86.8890,8.7882,39.0000,112.0000,73.0000
6,11,3673,3601.7,Left-Caudate,81.3455,8.4145,48.0000,105.0000,57.0000
7,12,4946,4945.1,Left-Putamen,88.1828,6.0859,42.0000,108.0000,66.0000
8,13,2174,2168.0,Left-Pallidum,99.8381,5.9704,40.0000,115.0000,75.0000
9,14,1219,1285.2,3rd-Ventricle,34.0993,12.1920,4.0000,81.0000,77.0000
10,15,1379,1522.2,4th-Ventricle,32.1465,12.8329,4.0000,73.0000,69.0000
11,16,23727,23529.5,Brain-Stem,80.5510,9.8294,14.0000,119.0000,105.0000
12,17,4317,4180.2,Left-Hippocampus,70.0417,9.0660,32.0000,107.0000,75.0000
13,18,1604,1553.4,Left-Amygdala,68.5418,7.8204,28.0000,94.0000,66.0000
14,24,1184,1140.1,CSF,46.0279,14.0218,0.0000,94.0000,94.0000
15,26,520,562.5,Left-Accumbens-area,77.7596,4.1035,57.0000,93.0000,36.0000
16,28,4701,4598.7,Left-VentralDC,90.0787,10.5880,24.0000,123.0000,99.0000
17,30,21,38.6,Left-vessel,51.6190,9.9019,27.0000,65.0000,38.0000
18,31,939,885.1,Left-choroid-plexus,51.2790,11.0586,26.0000,83.0000,57.0000
19,43,12445,12515.3,Right-Lateral-Ventricle,29.2280,13.2746,1.0000,90.0000,89.0000
20,44,365,385.7,Right-Inf-Lat-Vent,34.1014,15.6143,6.0000,73.0000,67.0000
21,46,14605,15067.6,Right-Cerebellum-White-Matter,84.3829,5.6486,23.0000,101.0000,78.0000
22,47,55594,55298.4,Right-Cerebellum-Cortex,64.3822,10.7757,6.0000,98.0000,92.0000
23,49,9007,8655.5,Right-Thalamus,85.7385,9.9471,14.0000,110.0000,96.0000
24,50,3684,3581.2,Right-Caudate,80.9894,8.0866,48.0000,104.0000,56.0000
25,51,4891,4897.3,Right-Putamen,88.4917,6.1653,64.0000,106.0000,42.0000
26,52,2014,2007.9,Right-Pallidum,100.6554,4.4020,79.0000,113.0000,34.0000
27,53,4176,4000.4,Right-Hippocampus,68.7483,10.1719,12.0000,106.0000,94.0000
28,54,1963,1939.0,Right-Amygdala,68.8227,7.7631,33.0000,88.0000,55.0000
29,58,630,609.1,Right-Accumbens-area,77.4476,5.5929,55.0000,98.0000,43.0000
30,60,4792,4576.0,Right-VentralDC,88.8525,11.7504,0.0000,119.0000,119.0000
31,62,20,34.2,Right-vessel,62.3500,5.6314,51.0000,72.0000,21.0000
32,63,427,350.2,Right-choroid-plexus,51.3794,11.3719,19.0000,77.0000,58.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,2740,2924.8,WM-hypointensities,73.2004,11.7356,0.0000,105.0000,105.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,254,262.2,Optic-Chiasm,80.6378,17.9851,33.0000,114.0000,81.0000
41,251,1140,1078.2,CC_Posterior,99.2412,15.8789,29.0000,125.0000,96.0000
42,252,638,568.5,CC_Mid_Posterior,91.1724,20.5408,7.0000,122.0000,115.0000
43,253,538,485.7,CC_Central,96.0204,17.6590,43.0000,119.0000,76.0000
44,254,519,464.2,CC_Mid_Anterior,100.5857,20.4187,32.0000,130.0000,98.0000
45,255,969,882.3,CC_Anterior,102.9051,22.0080,16.0000,134.0000,118.0000
