Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,9522,9807.1,Left-Lateral-Ventricle,27.6188,13.4483,1.0000,91.0000,90.0000
2,5,274,312.5,Left-Inf-Lat-Vent,42.0146,14.7338,4.0000,78.0000,74.0000
3,7,15526,16161.3,Left-Cerebellum-White-Matter,86.0866,5.6648,33.0000,107.0000,74.0000
4,8,55828,55604.1,Left-Cerebellum-Cortex,66.5285,10.2183,3.0000,96.0000,93.0000
5,10,8634,8349.8,Left-Thalamus,87.7307,8.6231,37.0000,110.0000,73.0000
6,11,3276,3312.4,Left-Caudate,83.2549,9.1184,27.0000,105.0000,78.0000
7,12,4812,4779.0,Left-Putamen,88.8084,6.5803,52.0000,106.0000,54.0000
8,13,1695,1690.9,Left-Pallidum,100.7923,4.5760,77.0000,114.0000,37.0000
9,14,791,855.4,3rd-Ventricle,40.2377,12.9977,13.0000,73.0000,60.0000
10,15,1338,1493.2,4th-Ventricle,32.1061,11.4769,7.0000,70.0000,63.0000
11,16,26062,25907.6,Brain-Stem,82.3933,8.6070,22.0000,109.0000,87.0000
12,17,4103,3948.2,Left-Hippocampus,68.0268,8.6967,12.0000,95.0000,83.0000
13,18,1639,1633.9,Left-Amygdala,70.7657,6.1099,47.0000,92.0000,45.0000
14,24,612,604.0,CSF,48.2533,13.6861,17.0000,90.0000,73.0000
15,26,561,565.5,Left-Accumbens-area,78.4118,4.3980,59.0000,90.0000,31.0000
16,28,4746,4552.1,Left-VentralDC,89.0923,9.6290,25.0000,132.0000,107.0000
17,30,14,26.5,Left-vessel,60.4286,7.0352,47.0000,71.0000,24.0000
18,31,547,449.3,Left-choroid-plexus,49.7934,12.6247,19.0000,82.0000,63.0000
19,43,5050,5287.4,Right-Lateral-Ventricle,33.9323,15.0258,5.0000,88.0000,83.0000
20,44,358,394.5,Right-Inf-Lat-Vent,42.4162,16.4425,4.0000,80.0000,76.0000
21,46,13960,14635.6,Right-Cerebellum-White-Matter,85.0788,5.5952,16.0000,101.0000,85.0000
22,47,56982,56426.1,Right-Cerebellum-Cortex,66.9039,10.0822,6.0000,97.0000,91.0000
23,49,8541,8249.2,Right-Thalamus,87.4170,8.0917,36.0000,114.0000,78.0000
24,50,3328,3327.3,Right-Caudate,82.3858,8.2710,48.0000,104.0000,56.0000
25,51,4541,4504.4,Right-Putamen,88.5690,6.2715,60.0000,104.0000,44.0000
26,52,1875,1853.6,Right-Pallidum,100.4043,4.4277,74.0000,112.0000,38.0000
27,53,4446,4275.6,Right-Hippocampus,70.3545,7.3491,36.0000,92.0000,56.0000
28,54,1598,1580.3,Right-Amygdala,69.5670,6.5264,44.0000,89.0000,45.0000
29,58,680,674.3,Right-Accumbens-area,78.5809,4.8660,55.0000,97.0000,42.0000
30,60,4886,4622.3,Right-VentralDC,88.3352,10.3853,33.0000,115.0000,82.0000
31,62,20,41.8,Right-vessel,62.4500,6.6052,48.0000,72.0000,24.0000
32,63,523,455.0,Right-choroid-plexus,51.0612,11.8250,20.0000,82.0000,62.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1701,1560.5,WM-hypointensities,72.4092,13.0240,15.0000,104.0000,89.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,216,203.5,Optic-Chiasm,78.5463,17.5663,38.0000,114.0000,76.0000
41,251,867,807.1,CC_Posterior,97.4314,12.8320,47.0000,115.0000,68.0000
42,252,450,394.4,CC_Mid_Posterior,97.5556,17.8521,38.0000,128.0000,90.0000
43,253,428,386.5,CC_Central,103.9509,17.8976,43.0000,125.0000,82.0000
44,254,528,467.5,CC_Mid_Anterior,102.2348,21.6445,23.0000,134.0000,111.0000
45,255,730,667.6,CC_Anterior,108.6247,19.0753,17.0000,134.0000,117.0000
