Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,11057,11298.5,Left-Lateral-Ventricle,26.2096,11.8215,1.0000,94.0000,93.0000
2,5,442,524.3,Left-Inf-Lat-Vent,43.2217,13.0497,8.0000,77.0000,69.0000
3,7,15758,16482.7,Left-Cerebellum-White-Matter,85.6062,5.4689,39.0000,101.0000,62.0000
4,8,54543,54231.3,Left-Cerebellum-Cortex,62.3934,11.4517,4.0000,100.0000,96.0000
5,10,7356,7005.1,Left-Thalamus,87.7760,8.8363,41.0000,112.0000,71.0000
6,11,3341,3292.6,Left-Caudate,79.6516,8.1655,40.0000,103.0000,63.0000
7,12,4947,4794.1,Left-Putamen,88.0906,6.3361,48.0000,105.0000,57.0000
8,13,2208,2233.7,Left-Pallidum,100.1590,5.5279,34.0000,117.0000,83.0000
9,14,813,864.1,3rd-Ventricle,40.2337,13.3598,14.0000,77.0000,63.0000
10,15,2079,2194.0,4th-Ventricle,29.9553,10.8759,10.0000,64.0000,54.0000
11,16,20485,20405.8,Brain-Stem,84.0627,8.8525,13.0000,111.0000,98.0000
12,17,4386,4201.9,Left-Hippocampus,67.9058,9.0455,25.0000,106.0000,81.0000
13,18,1724,1727.3,Left-Amygdala,71.3596,6.4781,41.0000,92.0000,51.0000
14,24,912,895.7,CSF,47.0493,13.8686,15.0000,90.0000,75.0000
15,26,465,483.9,Left-Accumbens-area,75.2796,4.4280,55.0000,88.0000,33.0000
16,28,4582,4452.4,Left-VentralDC,91.0829,10.3664,17.0000,120.0000,103.0000
17,30,64,79.5,Left-vessel,59.1094,10.1044,23.0000,76.0000,53.0000
18,31,647,596.4,Left-choroid-plexus,50.6955,11.6815,17.0000,79.0000,62.0000
19,43,12491,12594.6,Right-Lateral-Ventricle,27.0544,12.8696,0.0000,95.0000,95.0000
20,44,424,490.1,Right-Inf-Lat-Vent,37.8679,14.9540,4.0000,76.0000,72.0000
21,46,14523,15172.8,Right-Cerebellum-White-Matter,86.0739,5.3499,36.0000,108.0000,72.0000
22,47,55274,55187.4,Right-Cerebellum-Cortex,64.5018,11.0753,6.0000,99.0000,93.0000
23,49,7435,7083.9,Right-Thalamus,87.7767,8.2071,44.0000,107.0000,63.0000
24,50,3499,3475.2,Right-Caudate,79.6093,8.1145,42.0000,103.0000,61.0000
25,51,5117,4959.0,Right-Putamen,87.3004,6.9803,45.0000,106.0000,61.0000
26,52,2109,2111.3,Right-Pallidum,100.9298,3.9615,59.0000,116.0000,57.0000
27,53,4233,4174.6,Right-Hippocampus,69.3277,8.9565,0.0000,102.0000,102.0000
28,54,1829,1821.9,Right-Amygdala,69.5200,7.4650,35.0000,95.0000,60.0000
29,58,569,558.0,Right-Accumbens-area,75.2074,4.8450,56.0000,92.0000,36.0000
30,60,4250,4062.9,Right-VentralDC,90.7193,10.7932,31.0000,119.0000,88.0000
31,62,59,73.7,Right-vessel,52.1525,13.1946,16.0000,71.0000,55.0000
32,63,878,836.0,Right-choroid-plexus,48.4191,10.6984,20.0000,79.0000,59.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1091,972.3,WM-hypointensities,71.6554,9.8169,47.0000,102.0000,55.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,153,165.5,Optic-Chiasm,77.8562,18.7783,34.0000,119.0000,85.0000
41,251,1281,1229.5,CC_Posterior,97.1600,16.2327,22.0000,117.0000,95.0000
42,252,545,469.9,CC_Mid_Posterior,93.3963,19.6988,27.0000,121.0000,94.0000
43,253,562,513.6,CC_Central,97.6246,14.6286,46.0000,120.0000,74.0000
44,254,637,566.0,CC_Mid_Anterior,96.5808,19.9376,28.0000,120.0000,92.0000
45,255,1110,1027.8,CC_Anterior,101.6874,17.5855,27.0000,128.0000,101.0000
