Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,7055,7288.0,Left-Lateral-Ventricle,30.4451,13.6002,0.0000,93.0000,93.0000
2,5,204,234.7,Left-Inf-Lat-Vent,45.8235,13.8443,8.0000,72.0000,64.0000
3,7,15474,16074.3,Left-Cerebellum-White-Matter,84.4517,5.8477,38.0000,105.0000,67.0000
4,8,48217,47792.3,Left-Cerebellum-Cortex,63.1646,11.0211,0.0000,95.0000,95.0000
5,10,9339,9141.8,Left-Thalamus,90.0184,9.1739,38.0000,110.0000,72.0000
6,11,3505,3476.2,Left-Caudate,81.4474,7.6468,52.0000,104.0000,52.0000
7,12,3293,3308.5,Left-Putamen,89.5624,6.2141,49.0000,109.0000,60.0000
8,13,1505,1393.0,Left-Pallidum,92.4618,6.5960,49.0000,110.0000,61.0000
9,14,1000,1025.4,3rd-Ventricle,42.2880,13.7421,9.0000,86.0000,77.0000
10,15,1494,1603.7,4th-Ventricle,30.7771,11.5592,9.0000,79.0000,70.0000
11,16,21116,20917.0,Brain-Stem,83.8747,8.8944,21.0000,116.0000,95.0000
12,17,4049,3941.9,Left-Hippocampus,70.7345,7.9437,24.0000,104.0000,80.0000
13,18,1749,1799.7,Left-Amygdala,72.4180,6.2060,34.0000,93.0000,59.0000
14,24,1135,1051.4,CSF,47.0070,13.6625,18.0000,96.0000,78.0000
15,26,576,634.8,Left-Accumbens-area,77.7708,4.0051,59.0000,88.0000,29.0000
16,28,4123,3990.2,Left-VentralDC,92.3408,10.2990,28.0000,122.0000,94.0000
17,30,2,8.8,Left-vessel,59.5000,4.9497,56.0000,63.0000,7.0000
18,31,378,327.2,Left-choroid-plexus,51.9153,13.2972,22.0000,79.0000,57.0000
19,43,7018,7162.7,Right-Lateral-Ventricle,31.0090,13.7353,3.0000,88.0000,85.0000
20,44,79,106.4,Right-Inf-Lat-Vent,44.1772,13.1391,18.0000,75.0000,57.0000
21,46,12644,13246.5,Right-Cerebellum-White-Matter,85.6492,5.5667,35.0000,106.0000,71.0000
22,47,49629,49353.9,Right-Cerebellum-Cortex,65.9214,10.6602,10.0000,98.0000,88.0000
23,49,8500,8154.4,Right-Thalamus,87.2193,9.4739,30.0000,109.0000,79.0000
24,50,3601,3555.7,Right-Caudate,81.2530,7.9955,42.0000,109.0000,67.0000
25,51,4327,4273.4,Right-Putamen,88.0587,6.1714,50.0000,104.0000,54.0000
26,52,1400,1394.9,Right-Pallidum,101.3400,3.4822,73.0000,111.0000,38.0000
27,53,4090,4013.6,Right-Hippocampus,69.5946,7.2155,33.0000,95.0000,62.0000
28,54,1674,1703.5,Right-Amygdala,68.3674,6.3321,45.0000,90.0000,45.0000
29,58,614,615.6,Right-Accumbens-area,77.7964,4.1153,66.0000,92.0000,26.0000
30,60,4188,4001.7,Right-VentralDC,91.0189,10.4132,28.0000,119.0000,91.0000
31,62,5,11.4,Right-vessel,65.2000,4.9699,58.0000,69.0000,11.0000
32,63,496,442.5,Right-choroid-plexus,51.0706,12.8332,19.0000,79.0000,60.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,655,601.1,WM-hypointensities,70.9847,10.7631,19.0000,97.0000,78.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,207,197.5,Optic-Chiasm,81.9662,19.6331,35.0000,116.0000,81.0000
41,251,1124,1055.9,CC_Posterior,99.0970,15.8797,32.0000,121.0000,89.0000
42,252,638,567.4,CC_Mid_Posterior,89.7398,20.7179,19.0000,120.0000,101.0000
43,253,505,462.0,CC_Central,98.9624,16.7457,48.0000,119.0000,71.0000
44,254,539,493.8,CC_Mid_Anterior,103.7848,16.6708,44.0000,123.0000,79.0000
45,255,1082,990.4,CC_Anterior,105.1775,16.7243,20.0000,136.0000,116.0000
