Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,3669,3949.6,Left-Lateral-Ventricle,36.4353,14.1243,8.0000,83.0000,75.0000
2,5,130,158.4,Left-Inf-Lat-Vent,50.6615,13.3675,16.0000,76.0000,60.0000
3,7,14706,15412.1,Left-Cerebellum-White-Matter,84.9136,5.4301,34.0000,104.0000,70.0000
4,8,56972,56666.9,Left-Cerebellum-Cortex,64.4223,10.1202,7.0000,94.0000,87.0000
5,10,7690,7361.6,Left-Thalamus,87.3156,8.4496,47.0000,108.0000,61.0000
6,11,3240,3190.4,Left-Caudate,81.0049,7.3356,51.0000,104.0000,53.0000
7,12,4396,4324.2,Left-Putamen,87.9675,5.6446,51.0000,106.0000,55.0000
8,13,2014,1983.1,Left-Pallidum,98.0432,3.3919,68.0000,109.0000,41.0000
9,14,638,716.1,3rd-Ventricle,49.8276,13.7437,16.0000,80.0000,64.0000
10,15,1483,1556.4,4th-Ventricle,31.3695,11.7643,10.0000,80.0000,70.0000
11,16,20043,19930.9,Brain-Stem,82.8413,8.9767,23.0000,124.0000,101.0000
12,17,4124,4042.1,Left-Hippocampus,71.9331,7.3728,28.0000,102.0000,74.0000
13,18,1413,1460.2,Left-Amygdala,73.8556,5.8432,51.0000,93.0000,42.0000
14,24,865,896.2,CSF,50.4590,13.1064,19.0000,92.0000,73.0000
15,26,581,590.5,Left-Accumbens-area,76.2478,4.2395,56.0000,89.0000,33.0000
16,28,4034,3878.3,Left-VentralDC,91.0444,10.0443,28.0000,120.0000,92.0000
17,30,11,20.1,Left-vessel,60.7273,6.4201,47.0000,69.0000,22.0000
18,31,460,428.3,Left-choroid-plexus,54.0674,13.1528,27.0000,88.0000,61.0000
19,43,4043,4254.6,Right-Lateral-Ventricle,37.2095,14.5219,9.0000,83.0000,74.0000
20,44,189,224.5,Right-Inf-Lat-Vent,43.7513,14.1360,9.0000,80.0000,71.0000
21,46,13913,14538.3,Right-Cerebellum-White-Matter,83.9310,5.3866,25.0000,103.0000,78.0000
22,47,59872,59679.5,Right-Cerebellum-Cortex,64.5374,9.8726,0.0000,95.0000,95.0000
23,49,7772,7413.0,Right-Thalamus,86.8040,8.4135,35.0000,108.0000,73.0000
24,50,3306,3251.0,Right-Caudate,80.0426,7.6710,48.0000,99.0000,51.0000
25,51,4559,4430.8,Right-Putamen,86.7684,6.0637,51.0000,103.0000,52.0000
26,52,1899,1850.9,Right-Pallidum,97.0005,3.6465,65.0000,107.0000,42.0000
27,53,4254,4127.6,Right-Hippocampus,72.0557,7.0609,36.0000,100.0000,64.0000
28,54,1589,1560.8,Right-Amygdala,70.1762,6.9540,41.0000,90.0000,49.0000
29,58,610,597.6,Right-Accumbens-area,75.5049,4.7769,62.0000,105.0000,43.0000
30,60,4175,3941.2,Right-VentralDC,89.7212,10.0623,34.0000,118.0000,84.0000
31,62,2,4.6,Right-vessel,54.0000,14.1421,44.0000,64.0000,20.0000
32,63,491,434.6,Right-choroid-plexus,54.3768,13.6780,19.0000,90.0000,71.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,651,582.1,WM-hypointensities,68.7051,11.8433,9.0000,96.0000,87.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,203,186.7,Optic-Chiasm,84.5320,20.3539,29.0000,123.0000,94.0000
41,251,788,728.5,CC_Posterior,99.9835,15.0441,40.0000,118.0000,78.0000
42,252,589,521.7,CC_Mid_Posterior,98.0917,14.7850,32.0000,122.0000,90.0000
43,253,735,660.4,CC_Central,94.0299,16.4774,31.0000,119.0000,88.0000
44,254,575,521.0,CC_Mid_Anterior,97.9217,15.6103,46.0000,121.0000,75.0000
45,255,879,800.0,CC_Anterior,100.4619,14.2429,14.0000,131.0000,117.0000
