Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,10905,11096.5,Left-Lateral-Ventricle,28.4533,12.0515,7.0000,90.0000,83.0000
2,5,440,494.3,Left-Inf-Lat-Vent,47.6727,12.5105,10.0000,78.0000,68.0000
3,7,18288,19127.6,Left-Cerebellum-White-Matter,86.7514,6.1169,39.0000,105.0000,66.0000
4,8,52696,52144.4,Left-Cerebellum-Cortex,62.5313,11.2608,6.0000,101.0000,95.0000
5,10,7783,7532.4,Left-Thalamus,89.4397,9.4512,30.0000,113.0000,83.0000
6,11,3415,3369.7,Left-Caudate,78.4392,8.3775,43.0000,102.0000,59.0000
7,12,4558,4482.1,Left-Putamen,88.2014,6.7246,58.0000,108.0000,50.0000
8,13,2081,2064.2,Left-Pallidum,100.5473,3.9696,74.0000,116.0000,42.0000
9,14,1204,1275.2,3rd-Ventricle,36.3131,12.7411,6.0000,91.0000,85.0000
10,15,1574,1695.1,4th-Ventricle,33.4009,11.6574,10.0000,74.0000,64.0000
11,16,25677,25570.5,Brain-Stem,85.2238,9.1682,22.0000,119.0000,97.0000
12,17,4756,4696.9,Left-Hippocampus,71.2984,8.1953,34.0000,101.0000,67.0000
13,18,1751,1790.2,Left-Amygdala,71.1028,6.7213,38.0000,90.0000,52.0000
14,24,1563,1506.7,CSF,46.2035,12.4164,19.0000,86.0000,67.0000
15,26,556,571.0,Left-Accumbens-area,74.6978,4.1960,59.0000,89.0000,30.0000
16,28,4732,4572.8,Left-VentralDC,93.1289,10.4089,29.0000,122.0000,93.0000
17,30,72,95.1,Left-vessel,58.8194,12.7294,25.0000,81.0000,56.0000
18,31,896,825.1,Left-choroid-plexus,51.9955,11.2624,18.0000,81.0000,63.0000
19,43,12472,12543.1,Right-Lateral-Ventricle,29.3795,12.2714,10.0000,88.0000,78.0000
20,44,490,523.5,Right-Inf-Lat-Vent,38.6816,14.8160,4.0000,86.0000,82.0000
21,46,16277,17191.9,Right-Cerebellum-White-Matter,86.8921,5.4587,33.0000,106.0000,73.0000
22,47,55659,55035.2,Right-Cerebellum-Cortex,64.7013,11.1382,11.0000,101.0000,90.0000
23,49,7670,7325.9,Right-Thalamus,88.0018,9.5460,37.0000,115.0000,78.0000
24,50,3383,3345.8,Right-Caudate,77.2300,8.4316,45.0000,100.0000,55.0000
25,51,4632,4512.4,Right-Putamen,86.8141,6.6899,45.0000,104.0000,59.0000
26,52,2172,2161.0,Right-Pallidum,99.5617,3.8999,52.0000,110.0000,58.0000
27,53,4817,4686.5,Right-Hippocampus,70.3652,8.0078,17.0000,100.0000,83.0000
28,54,1754,1777.3,Right-Amygdala,69.8888,6.0758,42.0000,92.0000,50.0000
29,58,650,631.6,Right-Accumbens-area,73.7646,4.7694,56.0000,91.0000,35.0000
30,60,4554,4338.0,Right-VentralDC,91.2648,11.2638,31.0000,116.0000,85.0000
31,62,25,33.8,Right-vessel,57.0800,10.3960,36.0000,73.0000,37.0000
32,63,890,837.0,Right-choroid-plexus,51.5045,10.9789,21.0000,93.0000,72.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1460,1462.0,WM-hypointensities,72.1356,10.2488,40.0000,106.0000,66.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,0,0.0,non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,250,266.5,Optic-Chiasm,86.1480,18.0131,31.0000,116.0000,85.0000
41,251,1171,1104.1,CC_Posterior,98.4663,13.2179,44.0000,118.0000,74.0000
42,252,778,681.2,CC_Mid_Posterior,93.8008,15.1858,35.0000,111.0000,76.0000
43,253,683,618.8,CC_Central,99.6091,14.3402,41.0000,119.0000,78.0000
44,254,676,626.4,CC_Mid_Anterior,99.1006,14.9640,41.0000,115.0000,74.0000
45,255,1212,1160.8,CC_Anterior,99.3647,14.6608,29.0000,116.0000,87.0000
